Sigla ICAO Empresa Aérea;Empresa Aérea;Número Voo;Código DI;Código Tipo Linha;Modelo Equipamento;Número de Assentos;Sigla ICAO Aeroporto Origem;Descrição Aeroporto Origem;Partida Prevista;Partida Real;Sigla ICAO Aeroporto Destino;Descrição Aeroporto Destino;Chegada Prevista;Chegada Real;Situação Voo;Justificativa;Referência;Situação Partida;Situação Chegada
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;21/01/2024 23:55;;SKBO;EL DORADO INTERNATIONAL AIRPORT - BOGOTÁ - COLÔMBIA;22/01/2024 05:25;;CANCELADO;;2024-01-20;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SKBO;EL DORADO INTERNATIONAL AIRPORT - BOGOTÁ - COLÔMBIA;22/01/2024 07:25;;KDFW;DALLAS-FORT WORTH INTERNATIONAL AIRPORT - DALLAS & FORT WORTH, TEXAS - ESTADOS UNIDOS DA AMÉRICA;22/01/2024 12:55;;CANCELADO;;2024-01-20;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;20/01/2024 16:05;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;21/01/2024 02:20;;CANCELADO;;2024-01-20;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;21/01/2024 04:20;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;21/01/2024 10:25;;CANCELADO;;2024-01-20;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;20/01/2024 12:45;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;20/01/2024 14:35;;CANCELADO;;2024-01-20;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;20/01/2024 05:25;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;20/01/2024 10:45;;CANCELADO;;2024-01-20;;
QTR;QATAR AIRWAYS GROUP;0773;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;21/01/2024 01:35;21/01/2024 01:38;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;21/01/2024 17:10;21/01/2024 17:02;REALIZADO;;2024-01-21;Pontual;Antecipado
QTR;QATAR AIRWAYS GROUP;0774;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;21/01/2024 01:20;21/01/2024 01:34;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;21/01/2024 15:45;21/01/2024 15:41;REALIZADO;;2024-01-21;Pontual;Antecipado
QTR;QATAR AIRWAYS GROUP;0779;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;21/01/2024 19:25;21/01/2024 20:33;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;22/01/2024 11:00;22/01/2024 11:53;REALIZADO;;2024-01-21;Atraso 60-120;Atraso 30-60
QTR;QATAR AIRWAYS GROUP;0780;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;21/01/2024 20:05;21/01/2024 20:18;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;22/01/2024 10:30;22/01/2024 10:43;REALIZADO;;2024-01-21;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;8034;0;G;B77L;0;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;21/01/2024 12:15;;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;21/01/2024 20:10;;CANCELADO;;2024-01-21;;
QTR;QATAR AIRWAYS GROUP;8034;0;G;B77L;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;21/01/2024 22:10;21/01/2024 22:48;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;22/01/2024 04:00;22/01/2024 04:16;REALIZADO;;2024-01-21;Atraso 30-60;Pontual
QTR;QATAR AIRWAYS GROUP;8034;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;21/01/2024 01:35;;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;21/01/2024 10:45;;CANCELADO;;2024-01-21;;
QTR;QATAR AIRWAYS GROUP;8034;2;X;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;;21/01/2024 09:00;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;;21/01/2024 21:02;REALIZADO;;2024-01-21;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;21/01/2024 09:30;21/01/2024 06:45;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;21/01/2024 21:35;21/01/2024 18:24;REALIZADO;;2024-01-21;Antecipado;Antecipado
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;21/01/2024 23:35;21/01/2024 20:13;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;22/01/2024 03:25;22/01/2024 00:11;REALIZADO;;2024-01-21;Antecipado;Antecipado
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;21/01/2024 00:45;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;21/01/2024 07:30;;CANCELADO;;2024-01-21;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;22/01/2024 04:20;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;22/01/2024 10:25;;CANCELADO;;2024-01-21;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;21/01/2024 12:45;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;21/01/2024 14:35;;CANCELADO;;2024-01-21;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;21/01/2024 05:25;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;21/01/2024 10:45;;CANCELADO;;2024-01-21;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;21/01/2024 16:05;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;22/01/2024 02:20;;CANCELADO;;2024-01-21;;
QTR;QATAR AIRWAYS GROUP;0773;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;22/01/2024 01:35;22/01/2024 01:43;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;22/01/2024 17:10;22/01/2024 16:57;REALIZADO;;2024-01-22;Pontual;Antecipado
QTR;QATAR AIRWAYS GROUP;0774;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;22/01/2024 01:20;22/01/2024 01:17;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;22/01/2024 15:45;22/01/2024 15:13;REALIZADO;;2024-01-22;Antecipado;Antecipado
QTR;QATAR AIRWAYS GROUP;0779;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;22/01/2024 19:25;22/01/2024 19:36;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;23/01/2024 11:00;23/01/2024 11:19;REALIZADO;;2024-01-22;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;0780;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;22/01/2024 20:05;22/01/2024 20:14;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;23/01/2024 10:30;23/01/2024 10:39;REALIZADO;;2024-01-22;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;8035;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;22/01/2024 09:20;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;22/01/2024 19:35;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;8035;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;22/01/2024 06:00;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;22/01/2024 07:50;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;8035;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;22/01/2024 21:45;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;23/01/2024 03:50;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;8098;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;22/01/2024 08:25;;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;22/01/2024 17:35;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;8098;0;G;B77L;0;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;22/01/2024 19:05;22/01/2024 19:48;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;23/01/2024 03:00;23/01/2024 03:46;REALIZADO;;2024-01-22;Atraso 30-60;Atraso 30-60
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;22/01/2024 23:35;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;23/01/2024 03:25;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;22/01/2024 09:30;;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;22/01/2024 21:35;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;22/01/2024 00:45;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;22/01/2024 07:30;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;23/01/2024 01:50;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;23/01/2024 07:55;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;KDFW;DALLAS-FORT WORTH INTERNATIONAL AIRPORT - DALLAS & FORT WORTH, TEXAS - ESTADOS UNIDOS DA AMÉRICA;22/01/2024 14:50;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;22/01/2024 23:50;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;22/01/2024 04:15;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;22/01/2024 10:55;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;22/01/2024 12:45;22/01/2024 12:58;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;23/01/2024 00:45;23/01/2024 00:51;REALIZADO;;2024-01-22;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;23/01/2024 02:35;23/01/2024 02:42;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT) - EZEIZA, BUENOS AIRES PROVINCE - ARGENTINA;23/01/2024 05:25;23/01/2024 05:25;REALIZADO;;2024-01-22;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;8157;0;G;B77L;0;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT) - EZEIZA, BUENOS AIRES PROVINCE - ARGENTINA;23/01/2024 07:15;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;23/01/2024 13:20;;CANCELADO;;2024-01-22;;
QTR;QATAR AIRWAYS GROUP;0773;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;23/01/2024 01:35;23/01/2024 02:23;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;23/01/2024 17:10;23/01/2024 17:53;REALIZADO;;2024-01-23;Atraso 30-60;Atraso 30-60
QTR;QATAR AIRWAYS GROUP;0774;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;23/01/2024 01:20;23/01/2024 01:23;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;23/01/2024 15:45;23/01/2024 15:30;REALIZADO;;2024-01-23;Pontual;Antecipado
QTR;QATAR AIRWAYS GROUP;0779;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;23/01/2024 19:25;23/01/2024 19:36;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;24/01/2024 11:00;24/01/2024 10:53;REALIZADO;;2024-01-23;Pontual;Antecipado
QTR;QATAR AIRWAYS GROUP;0780;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;23/01/2024 20:05;23/01/2024 20:15;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;24/01/2024 10:30;24/01/2024 10:40;REALIZADO;;2024-01-23;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;8099;0;G;B77L;0;EBBR;BRUSSELS AIRPORT - BRUSSELS/ZAVENTEM - BÉLGICA;24/01/2024 04:25;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;24/01/2024 10:35;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8099;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;23/01/2024 12:50;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;23/01/2024 14:40;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8099;0;G;B77L;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;23/01/2024 05:00;23/01/2024 05:10;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;23/01/2024 10:50;23/01/2024 10:53;REALIZADO;;2024-01-23;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;8099;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;23/01/2024 16:20;;EBBR;BRUSSELS AIRPORT - BRUSSELS/ZAVENTEM - BÉLGICA;24/01/2024 02:25;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;23/01/2024 23:35;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;24/01/2024 03:25;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;23/01/2024 00:45;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;23/01/2024 07:30;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;23/01/2024 09:30;;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;23/01/2024 21:35;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;23/01/2024 16:05;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;24/01/2024 02:20;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;23/01/2024 12:45;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;23/01/2024 14:35;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;23/01/2024 05:25;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;23/01/2024 10:45;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;24/01/2024 04:20;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;24/01/2024 10:25;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8158;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;23/01/2024 18:50;;EHAM;AMSTERDAM AIRPORT SCHIPHOL - HAARLEMMERMEER, NEAR AMSTERDAM - HOLANDA;24/01/2024 05:00;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8158;0;G;B77L;0;EHAM;AMSTERDAM AIRPORT SCHIPHOL - HAARLEMMERMEER, NEAR AMSTERDAM - HOLANDA;24/01/2024 07:00;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;24/01/2024 13:10;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8158;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;23/01/2024 15:15;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;23/01/2024 17:05;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8858;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;23/01/2024 07:05;;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;23/01/2024 15:40;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8858;0;G;B77L;0;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT) - EZEIZA, BUENOS AIRES PROVINCE - ARGENTINA;24/01/2024 08:15;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;24/01/2024 14:30;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8858;0;G;B77L;0;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;24/01/2024 02:55;;SAEZ;MINISTRO PISTARINI INTERNATIONAL AIRPORT (EZEIZA INTERNATIONAL AIRPORT) - EZEIZA, BUENOS AIRES PROVINCE - ARGENTINA;24/01/2024 05:45;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;8858;0;G;B77L;0;DNMM;MURTALA MOHAMMED INTERNATIONAL AIRPORT - IKEJA,  LAGOS STATE - NIGÉRIA;23/01/2024 17:20;;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;24/01/2024 01:15;;CANCELADO;;2024-01-23;;
QTR;QATAR AIRWAYS GROUP;0773;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;24/01/2024 01:35;24/01/2024 01:53;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;24/01/2024 17:10;24/01/2024 17:29;REALIZADO;;2024-01-24;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;0774;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;24/01/2024 01:20;24/01/2024 02:03;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;24/01/2024 15:45;24/01/2024 16:28;REALIZADO;;2024-01-24;Atraso 30-60;Atraso 30-60
QTR;QATAR AIRWAYS GROUP;0779;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;24/01/2024 19:25;24/01/2024 19:35;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;25/01/2024 11:00;25/01/2024 11:05;REALIZADO;;2024-01-24;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;0780;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;24/01/2024 20:05;24/01/2024 20:25;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;25/01/2024 10:30;25/01/2024 10:46;REALIZADO;;2024-01-24;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;24/01/2024 09:30;;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;24/01/2024 21:35;;CANCELADO;;2024-01-24;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;SBKP;VIRACOPOS - CAMPINAS - SP - BRASIL;24/01/2024 23:35;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;25/01/2024 03:25;;CANCELADO;;2024-01-24;;
QTR;QATAR AIRWAYS GROUP;8147;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;24/01/2024 00:45;;ELLX;LUXEMBOURG FINDEL AIRPORT - LUXEMBOURG CITY - LUXEMBURGO;24/01/2024 07:30;;CANCELADO;;2024-01-24;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;25/01/2024 04:20;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;25/01/2024 10:25;;CANCELADO;;2024-01-24;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;24/01/2024 16:05;;EBLG;LIEGE AIRPORT - LIÈGE - BÉLGICA;25/01/2024 02:20;;CANCELADO;;2024-01-24;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;24/01/2024 05:25;;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;24/01/2024 10:45;;CANCELADO;;2024-01-24;;
QTR;QATAR AIRWAYS GROUP;8148;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;24/01/2024 12:45;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;24/01/2024 14:35;;CANCELADO;;2024-01-24;;
QTR;QATAR AIRWAYS GROUP;8156;0;G;B77L;0;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;24/01/2024 19:45;;EHAM;AMSTERDAM AIRPORT SCHIPHOL - HAARLEMMERMEER, NEAR AMSTERDAM - HOLANDA;25/01/2024 05:55;;CANCELADO;;2024-01-24;;
QTR;QATAR AIRWAYS GROUP;8156;0;G;B77L;0;EHAM;AMSTERDAM AIRPORT SCHIPHOL - HAARLEMMERMEER, NEAR AMSTERDAM - HOLANDA;25/01/2024 07:55;;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;25/01/2024 14:05;;CANCELADO;;2024-01-24;;
QTR;QATAR AIRWAYS GROUP;8156;0;G;B77L;0;SEQM;MARISCAL SUCRE INTERNATIONAL AIRPORT - QUITO - EQUADOR;24/01/2024 16:25;;MPTO;TOCUMEN INTL - PANAMA - PANAMÁ;24/01/2024 18:15;;CANCELADO;;2024-01-24;;
QTR;QATAR AIRWAYS GROUP;0773;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;25/01/2024 01:35;25/01/2024 01:58;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;25/01/2024 17:10;25/01/2024 17:17;REALIZADO;;2024-01-25;Pontual;Pontual
QTR;QATAR AIRWAYS GROUP;0774;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;25/01/2024 01:20;25/01/2024 01:21;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;25/01/2024 15:45;25/01/2024 15:33;REALIZADO;;2024-01-25;Pontual;Antecipado
QTR;QATAR AIRWAYS GROUP;0779;0;I;B77W;412;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;25/01/2024 19:25;25/01/2024 19:34;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 11:00;26/01/2024 10:56;REALIZADO;;2024-01-25;Pontual;Antecipado
QTR;QATAR AIRWAYS GROUP;0780;0;I;B77W;412;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;25/01/2024 20:05;25/01/2024 20:12;OTHH;HAMAD INTERNATIONAL AIRPORT - DOHA - QATAR;26/01/2024 10:30;26/01/2024 10:37;REALIZADO;;2024-01-25;Pontual;Pontual
