Sigla ICAO Empresa Aérea;Empresa Aérea;Número Voo;Código DI;Código Tipo Linha;Modelo Equipamento;Número de Assentos;Sigla ICAO Aeroporto Origem;Descrição Aeroporto Origem;Partida Prevista;Partida Real;Sigla ICAO Aeroporto Destino;Descrição Aeroporto Destino;Chegada Prevista;Chegada Real;Situação Voo;Justificativa;Referência;Situação Partida;Situação Chegada
SKU;SKY AIRLINE S.A.;0620;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;25/01/2024 04:00;25/01/2024 04:59;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;25/01/2024 09:15;25/01/2024 09:14;REALIZADO;;2024-01-25;Atraso 30-60;Antecipado
SKU;SKY AIRLINE S.A.;0621;0;I;A320;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;25/01/2024 10:15;25/01/2024 10:11;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;25/01/2024 14:30;25/01/2024 14:32;REALIZADO;;2024-01-25;Antecipado;Pontual
SKU;SKY AIRLINE S.A.;0622;0;I;A321;238;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;25/01/2024 14:55;;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;25/01/2024 20:10;;CANCELADO;;2024-01-25;;
SKU;SKY AIRLINE S.A.;0623;0;I;A321;238;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;25/01/2024 21:10;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 02:15;;CANCELADO;;2024-01-25;;
SKU;SKY AIRLINE S.A.;0624;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;25/01/2024 11:05;;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;25/01/2024 16:10;;CANCELADO;;2024-01-25;;
SKU;SKY AIRLINE S.A.;0625;0;I;A320;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;25/01/2024 17:00;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;25/01/2024 22:05;;CANCELADO;;2024-01-25;;
SKU;SKY AIRLINE S.A.;0630;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;25/01/2024 18:20;;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;25/01/2024 21:40;;CANCELADO;;2024-01-25;;
SKU;SKY AIRLINE S.A.;0631;0;I;A320;186;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;25/01/2024 22:40;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 02:00;;CANCELADO;;2024-01-25;;
SKU;SKY AIRLINE S.A.;0632;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;25/01/2024 04:55;;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;25/01/2024 08:15;;CANCELADO;;2024-01-25;;
SKU;SKY AIRLINE S.A.;0633;0;I;A320;186;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;25/01/2024 09:05;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;25/01/2024 12:25;;CANCELADO;;2024-01-25;;
SKU;SKY AIRLINE S.A.;0600;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 07:50;26/01/2024 08:11;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 11:55;26/01/2024 12:24;REALIZADO;;2024-01-26;Pontual;Pontual
SKU;SKY AIRLINE S.A.;0601;0;I;A320;186;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 13:00;26/01/2024 13:10;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 17:05;26/01/2024 17:45;REALIZADO;;2024-01-26;Pontual;Atraso 30-60
SKU;SKY AIRLINE S.A.;0604;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 23:25;25/01/2024 23:39;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 03:30;26/01/2024 03:33;REALIZADO;;2024-01-26;Antecipado;Antecipado
SKU;SKY AIRLINE S.A.;0605;0;I;A320;186;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;26/01/2024 08:50;26/01/2024 09:08;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 12:55;26/01/2024 12:58;REALIZADO;;2024-01-26;Pontual;Pontual
SKU;SKY AIRLINE S.A.;0620;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 04:00;26/01/2024 05:18;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;26/01/2024 09:15;26/01/2024 09:37;REALIZADO;;2024-01-26;Atraso 60-120;Pontual
SKU;SKY AIRLINE S.A.;0621;0;I;A320;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;26/01/2024 10:15;26/01/2024 10:40;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 14:30;26/01/2024 14:54;REALIZADO;;2024-01-26;Pontual;Pontual
SKU;SKY AIRLINE S.A.;0622;0;I;A321;238;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 14:55;;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;26/01/2024 20:10;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0623;0;I;A321;238;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;26/01/2024 21:10;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 02:15;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0624;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 11:05;;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;26/01/2024 16:10;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0625;0;I;A320;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;26/01/2024 17:00;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 22:05;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0630;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 18:20;;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;26/01/2024 21:40;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0631;0;I;A320;186;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;26/01/2024 22:40;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 02:00;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0632;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 04:55;;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;26/01/2024 08:15;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0633;0;I;A320;186;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;26/01/2024 09:05;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 12:25;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0636;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 21:20;;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;27/01/2024 00:35;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0637;0;I;A320;186;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;26/01/2024 10:20;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 14:15;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0640;0;I;A320;186;SUMU;CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT - MONTEVIDEO, MONTEVIDEO - URUGUAI;26/01/2024 08:20;;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;26/01/2024 12:35;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0640;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 05:10;;SUMU;CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT - MONTEVIDEO, MONTEVIDEO - URUGUAI;26/01/2024 07:25;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0641;0;I;A320;186;SUMU;CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT - MONTEVIDEO, MONTEVIDEO - URUGUAI;26/01/2024 19:05;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;26/01/2024 21:40;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0641;0;I;A320;186;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;26/01/2024 13:30;;SUMU;CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT - MONTEVIDEO, MONTEVIDEO - URUGUAI;26/01/2024 18:10;;CANCELADO;;2024-01-26;;
SKU;SKY AIRLINE S.A.;0600;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 07:50;27/01/2024 08:09;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 11:55;27/01/2024 11:56;REALIZADO;;2024-01-27;Pontual;Pontual
SKU;SKY AIRLINE S.A.;0601;0;I;A320;186;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 13:00;27/01/2024 12:56;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 17:05;27/01/2024 17:01;REALIZADO;;2024-01-27;Antecipado;Antecipado
SKU;SKY AIRLINE S.A.;0604;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 23:25;26/01/2024 23:46;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;28/01/2024 03:30;27/01/2024 03:38;REALIZADO;;2024-01-27;Antecipado;Antecipado
SKU;SKY AIRLINE S.A.;0605;0;I;A320;186;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;27/01/2024 08:00;27/01/2024 08:22;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 12:05;27/01/2024 12:26;REALIZADO;;2024-01-27;Pontual;Pontual
SKU;SKY AIRLINE S.A.;0620;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 04:00;27/01/2024 04:53;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;27/01/2024 09:15;27/01/2024 09:17;REALIZADO;;2024-01-27;Atraso 30-60;Pontual
SKU;SKY AIRLINE S.A.;0621;0;I;A320;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;27/01/2024 10:15;27/01/2024 10:16;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 14:30;27/01/2024 14:35;REALIZADO;;2024-01-27;Pontual;Pontual
SKU;SKY AIRLINE S.A.;0622;0;I;A321;238;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 14:55;;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;27/01/2024 20:10;;CANCELADO;;2024-01-27;;
SKU;SKY AIRLINE S.A.;0623;0;I;A321;238;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;27/01/2024 21:10;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 02:15;;CANCELADO;;2024-01-27;;
SKU;SKY AIRLINE S.A.;0624;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 11:05;;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;27/01/2024 16:10;;CANCELADO;;2024-01-27;;
SKU;SKY AIRLINE S.A.;0625;0;I;A320;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;27/01/2024 17:00;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 22:05;;CANCELADO;;2024-01-27;;
SKU;SKY AIRLINE S.A.;0630;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 18:20;;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;27/01/2024 21:40;;CANCELADO;;2024-01-27;;
SKU;SKY AIRLINE S.A.;0631;0;I;A320;186;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;27/01/2024 22:40;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 02:00;;CANCELADO;;2024-01-27;;
SKU;SKY AIRLINE S.A.;0632;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 04:55;;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;27/01/2024 08:15;;CANCELADO;;2024-01-27;;
SKU;SKY AIRLINE S.A.;0633;0;I;A320;186;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;27/01/2024 09:05;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;27/01/2024 12:25;;CANCELADO;;2024-01-27;;
SKU;SKY AIRLINE S.A.;0601;0;I;A320;186;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;28/01/2024 13:00;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 17:05;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0604;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 23:25;27/01/2024 23:53;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;29/01/2024 03:30;28/01/2024 03:42;REALIZADO;;2024-01-28;Antecipado;Antecipado
SKU;SKY AIRLINE S.A.;0605;0;I;A320;186;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;28/01/2024 08:00;28/01/2024 08:35;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 12:05;28/01/2024 12:37;REALIZADO;;2024-01-28;Atraso 30-60;Atraso 30-60
SKU;SKY AIRLINE S.A.;0620;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 04:00;28/01/2024 05:03;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;28/01/2024 09:15;28/01/2024 09:24;REALIZADO;;2024-01-28;Atraso 60-120;Pontual
SKU;SKY AIRLINE S.A.;0621;0;I;A320;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;28/01/2024 10:15;28/01/2024 10:31;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 14:30;28/01/2024 15:00;REALIZADO;;2024-01-28;Pontual;Pontual
SKU;SKY AIRLINE S.A.;0622;0;I;A321;238;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 14:55;;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;28/01/2024 20:10;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0623;0;I;A321;238;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;28/01/2024 21:10;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;29/01/2024 02:15;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0624;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 11:05;;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;28/01/2024 16:10;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0625;0;I;A320;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;28/01/2024 17:00;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 22:05;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0630;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 18:20;;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;28/01/2024 21:40;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0631;0;I;A320;186;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;28/01/2024 22:40;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;29/01/2024 02:00;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0632;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 04:55;;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;28/01/2024 08:15;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0633;0;I;A320;186;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;28/01/2024 09:05;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 12:25;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0636;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 21:20;;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;29/01/2024 00:35;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0637;0;I;A320;186;SBFL;HERCÍLIO LUZ - FLORIANÓPOLIS - SC - BRASIL;28/01/2024 10:20;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 14:15;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0640;0;I;A320;186;SUMU;CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT - MONTEVIDEO, MONTEVIDEO - URUGUAI;28/01/2024 08:20;;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;28/01/2024 12:35;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0640;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 05:10;;SUMU;CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT - MONTEVIDEO, MONTEVIDEO - URUGUAI;28/01/2024 07:25;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0641;0;I;A320;186;SBSV;DEPUTADO LUÍS EDUARDO MAGALHÃES - SALVADOR - BA - BRASIL;28/01/2024 13:30;;SUMU;CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT - MONTEVIDEO, MONTEVIDEO - URUGUAI;28/01/2024 18:10;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0641;0;I;A320;186;SUMU;CARRASCO GRAL. CESÁREO L. BERISSO INTERNATIONAL AIRPORT - MONTEVIDEO, MONTEVIDEO - URUGUAI;28/01/2024 19:05;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;28/01/2024 21:40;;CANCELADO;;2024-01-28;;
SKU;SKY AIRLINE S.A.;0604;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;29/01/2024 23:25;28/01/2024 23:53;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;30/01/2024 03:30;29/01/2024 03:34;REALIZADO;;2024-01-29;Antecipado;Antecipado
SKU;SKY AIRLINE S.A.;0605;0;I;A320;186;SBGR;GUARULHOS - GOVERNADOR ANDRÉ FRANCO MONTORO - GUARULHOS - SP - BRASIL;29/01/2024 08:00;29/01/2024 11:30;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;29/01/2024 12:05;29/01/2024 15:49;REALIZADO;;2024-01-29;Atraso 120-240;Atraso 120-240
SKU;SKY AIRLINE S.A.;0620;0;I;A320;186;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;29/01/2024 04:00;29/01/2024 05:12;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;29/01/2024 09:15;29/01/2024 09:17;REALIZADO;;2024-01-29;Atraso 60-120;Pontual
SKU;SKY AIRLINE S.A.;0621;0;I;A320;186;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;29/01/2024 10:15;29/01/2024 10:31;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;29/01/2024 14:30;29/01/2024 14:54;REALIZADO;;2024-01-29;Pontual;Pontual
SKU;SKY AIRLINE S.A.;0622;0;I;A321;238;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;29/01/2024 14:55;;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;29/01/2024 20:10;;CANCELADO;;2024-01-29;;
SKU;SKY AIRLINE S.A.;0623;0;I;A321;238;SBGL;AEROPORTO INTERNACIONAL DO RIO DE JANEIRO (GALEÃO) - ANTONIO CARLOS JOBIM - RIO DE JANEIRO - RJ - BRASIL;29/01/2024 21:10;;SCEL;COMODORO ARTURO MERINO BENÍTEZ INTERNATIONAL AIRPORT - SANTIAGO - CHILE;30/01/2024 02:15;;CANCELADO;;2024-01-29;;
